sample_name	immuno_sample_id	Mouse	Genotype	Tissue	Sex	Age	IL17A	age_number	anonymized_name	collection_timestamp	description	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	intervention	latitude	longitude	mouse_strain	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	tube_id	strain_sex	cohort	keep	mouse_id	mouse_number
14957.MOUSE47.CAGE98.FSPFWT.S5	47_SPF WT_SI	47	SPF WT	SI	F	5 month	4.61	5	MOUSE47.FSPFWT.S5	11/3/21	mouse fecal sample 363133975	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 98	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363133975.0	WT 5XFAD_female	COHORT 10	True	MOUSE47	47
14957.MOUSE67.CAGE112.FSPFWT.S5	67_SPF WT_SI	67	SPF WT	SI	F	5 month	6.71	5	MOUSE67.CAGE112.FSPFWT.S5	2/2/22	mouse fecal sample 363133972	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 112	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363133972.0	WT 5XFAD_female	COHORT 11	True	MOUSE67	67
14957.MOUSE68.CAGE112.FSPFWT.S5	68_SPF WT_SI	68	SPF WT	SI	F	5 month	8.73	5	MOUSE68.CAGE112.FSPFWT.S5	2/2/22	mouse fecal sample 363133992	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 112	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363133992.0	WT 5XFAD_female	COHORT 11	True	MOUSE68	68
14957.MOUSE69.CAGE112.FSPFWT.S5	69_SPF WT_SI	69	SPF WT	SI	F	5 month	9.100000000000001	5	MOUSE69.CAGE112.FSPFWT.S5	2/2/22	mouse fecal sample 363133990	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 112	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363133990.0	WT 5XFAD_female	COHORT 11	True	MOUSE69	69
14957.MOUSE82.CAGE142.MSPFWT.S5	82_SPF WT_SI	82	SPF WT	SI	M	5 month	5.2299999999999995	5	MOUSE82.CAGE142.MSPFWT.S5	5/9/22	mouse fecal sample 363132987	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 142	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363132987.0	WT 5XFAD_male	COHORT 12	True	MOUSE82	82
14957.MOUSE83.CAGE142.MSPFWT.S5	83_SPF WT_SI	83	SPF WT	SI	M	5 month	7.66	5	MOUSE83.CAGE142.MSPFWT.S5	5/9/22	mouse fecal sample 363133961	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 142	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363133961.0	WT 5XFAD_male	COHORT 12	True	MOUSE83	83
14957.MOUSE87.CAGE144.MSPFWT.S5	87_SPF WT_SI	87	SPF WT	SI	M	5 month	1.27	5	MOUSE87.CAGE144.MSPFWT.S5	5/11/22	mouse fecal sample 363133974	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 144	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363133974.0	WT 5XFAD_male	COHORT 12	True	MOUSE87	87
14957.MOUSE88.CAGE144.MSPFWT.S5	88_SPF WT_SI	88	SPF WT	SI	M	5 month	8.15	5	MOUSE88.CAGE144.MSPFWT.S5	5/11/22	mouse fecal sample 363133973	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 144	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363133973.0	WT 5XFAD_male	COHORT 12	True	MOUSE88	88
14957.MOUSE90.CAGE144.MSPFWT.S5	90_SPF WT_SI	90	SPF WT	SI	M	5 month	8.09	5	MOUSE88.CAGE144.MSPFWT.S5	5/11/22	mouse fecal sample 363133991	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 144	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363133991.0	WT 5XFAD_male	COHORT 12	True	MOUSE90	90
14957.MOUSE91.CAGE144.MSPFWT.S5	91_SPF WT_SI	91	SPF WT	SI	M	5 month	2.44	5	MOUSE88.CAGE144.MSPFWT.S5	5/11/22	mouse fecal sample 363134016	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 144	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363134016.0	WT 5XFAD_male	COHORT 12	True	MOUSE91	91
14957.MOUSE94.CAGE148.FSPFHET.S8	94_SPF HET_SI	94	SPF HET	SI	F	8 month	5.7	8	MOUSE94.CAGE148.FSPFHET.S8	6/13/22	mouse fecal sample 363134007	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 148	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363134007.0	WT 5XFAD_female	COHORT 13	True	MOUSE94	94
14957.MOUSE95.CAGE148.FSPFHET.S8	95_SPF HET_SI	95	SPF HET	SI	F	8 month	9.86	8	MOUSE95.CAGE148.FSPFHET.S8	6/13/22	mouse fecal sample 363134032	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 148	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363134032.0	WT 5XFAD_female	COHORT 13	True	MOUSE95	95
14957.MOUSE96.CAGE148.FSPFHET.S8	96_SPF HET_SI	96	SPF HET	SI	F	8 month	5.84	8	MOUSE96.CAGE148.FSPFHET.S8	6/13/22	mouse fecal sample 363134031	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 148	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363134031.0	WT 5XFAD_female	COHORT 13	True	MOUSE96	96
14957.MOUSE97.CAGE150.FSPFHET.S8	97_SPF HET_SI	97	SPF HET	SI	F	8 month	5.29	8	MOUSE97.CAGE150.FSPFHET.S8	6/13/22	mouse fecal sample 363243339	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 150	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243339.0	Het 5XFAD_female	COHORT 13	True	MOUSE97	97
14957.MOUSE98.CAGE150.FSPFHET.S8	98_SPF HET_SI	98	SPF HET	SI	F	8 month	9.639999999999999	8	MOUSE98.CAGE150.FSPFHET.S8	6/13/22	mouse fecal sample 363243351	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 150	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243351.0	Het 5XFAD_female	COHORT 13	True	MOUSE98	98
14957.MOUSE106.CAGE154.FSPFHET.S8	106_SPF HET_SI	106	SPF HET	SI	F	8 month	6.47	8	MOUSE106.CAGE154.FSPFHET.S8	6/15/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 154	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241859.0	Het 5XFAD_female	COHORT 13	True	MOUSE106	106
14957.MOUSE107.CAGE154.FSPFHET.S8	107_SPF HET_SI	107	SPF HET	SI	F	8 month	6.869999999999999	8	MOUSE107.CAGE154.FSPFHET.S8	6/15/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 154	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241867.0	Het 5XFAD_female	COHORT 13	True	MOUSE107	107
14957.MOUSE108.CAGE173.MSPFWT.S8	108_SPF WT_SI	108	SPF WT	SI	M	5 month	9.7	5	MOUSE108.CAGE173.MSPFWT.S8	6/15/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 173	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241878.0	WT 5XFAD_male	COHORT 13	True	MOUSE108	108
14957.MOUSE109.CAGE173.MSPFWT.S8	109_SPF WT_SI	109	SPF WT	SI	M	5 month	3.84	5	MOUSE109.CAGE173.MSPFWT.S8	6/15/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 173	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241889.0	WT 5XFAD_male	COHORT 13	True	MOUSE109	109
14957.MOUSE113.CAGE162.FSPFWT.S8	113_SPF WT_SI	113	SPF WT	SI	F	8 month	14.399999999999999	8	MOUSE113.CAGE162.FSPFWT.S8	7/15/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	8.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 162	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	female	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241905.0	WT 5XFAD_female	COHORT 14	True	MOUSE113	113
14957.MOUSE115.CAGE175.MSPFHET.S5	115_SPF HET_SI	115	SPF HET	SI	M	5 month	11.38	5	MOUSE115.CAGE175.MSPFHET.S5	7/15/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 175	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243348.0	Het 5XFAD_male	COHORT 14	True	MOUSE115	115
14957.MOUSE121.CAGE184.MSPFHETS5	121_SPF HET_SI	121	SPF HET	SI	M	5 month	10.03	5	MOUSE121.CAGE184.MSPFHETS5	8/8/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 184	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243364.0	Het 5XFAD_male	COHORT 15	True	MOUSE121	121
14957.MOUSE122.CAGE184.MSPFHETS5	122_SPF HET_SI	122	SPF HET	SI	M	5 month	2.18	5	MOUSE122.CAGE184.MSPFHETS5	8/8/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 184	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243372.0	Het 5XFAD_male	COHORT 15	True	MOUSE122	122
14957.MOUSE123.CAGE184.MSPFHETS5	123_SPF HET_SI	123	SPF HET	SI	M	5 month	1.33	5	MOUSE123.CAGE184.MSPFHETS5	8/8/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 184	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243381.0	Het 5XFAD_male	COHORT 15	True	MOUSE123	123
14957.MOUSE124.CAGE185.MSPFWT.S5	124_SPF WT_SI	124	SPF WT	SI	M	5 month	8.34	5	MOUSE124.CAGE185.MSPFWT.S5	8/8/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 185	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363243388.0	WT 5XFAD_male	COHORT 15	True	MOUSE124	124
14957.MOUSE125.CAGE185.MSPFWT.S5	125_SPF WT_SI	125	SPF WT	SI	M	5 month	5.63	5	MOUSE125.CAGE185.MSPFWT.S5	8/8/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 185	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241868.0	WT 5XFAD_male	COHORT 15	True	MOUSE125	125
14957.MOUSE126.CAGE185.MSPFWT.S5	126_SPF WT_SI	126	SPF WT	SI	M	5 month	9.0	5	MOUSE126.CAGE185.MSPFWT.S5	8/8/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 185	10091.0	not provided	g	Sacrifice	34.1	-118.13	WT 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241875.0	WT 5XFAD_male	COHORT 15	True	MOUSE126	126
14957.MOUSE130.CAGE189.MSPFHET.S5	130_SPF HET_SI	130	SPF HET	SI	M	5 month	11.9	5	MOUSE130.CAGE189.MSPFHET.S5	8/10/22	mouse fecal sample 363141422	False	263.0	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:Pasadena	5.0	months	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	CAGE 189	10091.0	not provided	g	Sacrifice	34.1	-118.13	Het 5XFAD	Caltech	False	14957.0	feces	mouse gut metagenome	male	410661.0	Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project	363241877.0	Het 5XFAD_male	COHORT 15	True	MOUSE130	130
